jobset,unit_id,coder_id,status,variable,value,time_question,time_answer
All,10351,129,DONE,relevant-1,No (or unclear),2023-11-20T14:12:30.536Z,2023-11-20T14:13:28.352Z
All,10351,129,DONE,relevant-2,IRRELEVANT,,
All,10351,129,DONE,relevant-3,IRRELEVANT,,
All,878,129,DONE,relevant-1,Yes,2023-11-20T14:13:29.094Z,2023-11-20T14:15:31.851Z
All,878,129,DONE,relevant-2,Empirical study,2023-11-20T14:15:32.326Z,2023-11-20T14:15:35.013Z
All,878,129,DONE,relevant-3,Yes,2023-11-20T14:15:35.197Z,2023-11-20T14:15:35.800Z
All,10001,129,DONE,relevant-1,Yes,2023-11-20T14:15:36.434Z,2023-11-20T14:17:08.061Z
All,10001,129,DONE,relevant-2,Empirical study,2023-11-20T14:17:08.473Z,2023-11-20T14:17:09.637Z
All,10001,129,DONE,relevant-3,Yes,2023-11-20T14:17:09.833Z,2023-11-20T14:17:10.863Z
All,8694,129,DONE,relevant-1,Yes,2023-11-20T14:17:11.512Z,2023-11-20T14:18:21.955Z
All,8694,129,DONE,relevant-2,Empirical study,2023-11-20T14:18:22.354Z,2023-11-20T14:18:23.797Z
All,8694,129,DONE,relevant-3,Yes,2023-11-20T14:18:23.983Z,2023-11-20T14:18:25.386Z
All,6029,129,DONE,relevant-1,Yes,2023-11-20T14:18:26.029Z,2023-11-20T14:19:11.162Z
All,6029,129,DONE,relevant-2,Empirical study,2023-11-20T14:19:11.538Z,2023-11-20T14:19:12.134Z
All,6029,129,DONE,relevant-3,Yes,2023-11-20T14:19:12.322Z,2023-11-20T14:19:13.161Z
All,6633,129,DONE,relevant-1,No (or unclear),2023-11-20T14:19:13.810Z,2023-11-20T14:20:43.971Z
All,6633,129,DONE,relevant-2,IRRELEVANT,,
All,6633,129,DONE,relevant-3,IRRELEVANT,,
All,15018,129,DONE,relevant-1,Yes,2023-11-20T14:20:44.774Z,2023-11-20T14:21:23.112Z
All,15018,129,DONE,relevant-2,Overview,2023-11-20T14:21:23.486Z,2023-11-20T14:21:24.827Z
All,15018,129,DONE,relevant-3,IRRELEVANT,,
All,5076,129,DONE,relevant-1,Yes,2023-11-20T14:21:25.478Z,2023-11-20T14:22:59.034Z
All,5076,129,DONE,relevant-2,Empirical study,2023-11-20T14:22:59.451Z,2023-11-20T14:23:01.407Z
All,5076,129,DONE,relevant-3,Yes,2023-11-20T14:23:01.596Z,2023-11-20T14:23:02.541Z
All,13358,129,DONE,relevant-1,Yes,2023-11-20T14:23:03.180Z,2023-11-20T14:25:33.733Z
All,13358,129,DONE,relevant-2,Methodological paper,2023-11-20T14:25:34.145Z,2023-11-20T14:25:57.608Z
All,13358,129,DONE,relevant-3,Yes,2023-11-20T14:25:57.802Z,2023-11-20T14:26:11.095Z
All,2901,129,DONE,relevant-1,No (or unclear),2023-11-20T14:26:11.722Z,2023-11-20T14:27:11.008Z
All,2901,129,DONE,relevant-2,IRRELEVANT,,
All,2901,129,DONE,relevant-3,IRRELEVANT,,
All,7674,129,DONE,relevant-1,Yes,2023-11-20T14:27:11.872Z,2023-11-20T14:27:48.676Z
All,7674,129,DONE,relevant-2,Empirical study,2023-11-20T14:27:49.051Z,2023-11-20T14:27:54.439Z
All,7674,129,DONE,relevant-3,Yes,2023-11-20T14:27:54.639Z,2023-11-20T14:27:56.040Z
All,12679,129,DONE,relevant-1,Yes,2023-11-20T14:27:56.671Z,2023-11-20T14:28:52.433Z
All,12679,129,DONE,relevant-2,Empirical study,2023-11-20T14:28:52.876Z,2023-11-20T14:29:00.463Z
All,12679,129,DONE,relevant-3,Yes,2023-11-20T14:29:00.654Z,2023-11-20T14:29:02.531Z
All,4655,129,DONE,relevant-1,No (or unclear),2023-11-20T14:29:03.183Z,2023-11-20T14:30:38.329Z
All,4655,129,DONE,relevant-2,IRRELEVANT,,
All,4655,129,DONE,relevant-3,IRRELEVANT,,
All,11372,129,DONE,relevant-1,Yes,2023-11-20T14:30:39.153Z,2023-11-20T14:31:06.206Z
All,11372,129,DONE,relevant-2,Overview,2023-11-20T14:31:06.807Z,2023-11-20T14:31:07.510Z
All,11372,129,DONE,relevant-3,IRRELEVANT,,
All,2160,129,DONE,relevant-1,Yes,2023-11-20T14:31:08.134Z,2023-11-20T14:34:47.767Z
All,2160,129,DONE,relevant-2,Methodological paper,2023-11-20T14:34:48.459Z,2023-11-20T14:34:54.529Z
All,2160,129,DONE,relevant-3,No (or unclear),2023-11-20T14:34:54.732Z,2023-11-20T14:35:04.040Z
All,3479,129,DONE,relevant-1,Yes,2023-11-20T14:35:04.670Z,2023-11-20T14:36:21.710Z
All,3479,129,DONE,relevant-2,something else,2023-11-20T14:36:22.146Z,2023-11-20T14:37:26.255Z
All,3479,129,DONE,relevant-3,IRRELEVANT,,
All,1949,129,DONE,relevant-1,No (or unclear),2023-11-20T14:37:26.901Z,2023-11-20T14:38:29.949Z
All,1949,129,DONE,relevant-2,IRRELEVANT,,
All,1949,129,DONE,relevant-3,IRRELEVANT,,
All,2581,129,DONE,relevant-1,Yes,2023-11-20T14:38:30.739Z,2023-11-20T14:39:25.702Z
All,2581,129,DONE,relevant-2,Empirical study,2023-11-20T14:39:26.084Z,2023-11-20T14:39:27.221Z
All,2581,129,DONE,relevant-3,Yes,2023-11-20T14:39:27.425Z,2023-11-20T14:39:28.210Z
All,1531,129,DONE,relevant-1,Yes,2023-11-20T14:39:28.840Z,2023-11-20T14:40:59.347Z
All,1531,129,DONE,relevant-2,Empirical study,2023-11-20T14:40:59.825Z,2023-11-20T14:41:01.267Z
All,1531,129,DONE,relevant-3,Yes,2023-11-20T14:41:01.463Z,2023-11-20T14:41:02.574Z
All,15584,129,DONE,relevant-1,Yes,2023-11-20T14:41:03.218Z,2023-11-20T14:43:27.176Z
All,15584,129,DONE,relevant-2,Methodological paper,2023-11-20T14:43:27.596Z,2023-11-20T14:43:51.972Z
All,15584,129,DONE,relevant-3,Yes,2023-11-20T14:43:52.167Z,2023-11-20T14:43:55.054Z
All,7931,129,DONE,relevant-1,No (or unclear),2023-11-20T14:43:55.704Z,2023-11-20T14:44:40.644Z
All,7931,129,DONE,relevant-2,IRRELEVANT,,
All,7931,129,DONE,relevant-3,IRRELEVANT,,
All,15205,129,DONE,relevant-1,Yes,2023-11-20T14:44:41.418Z,2023-11-20T14:46:10.624Z
All,15205,129,DONE,relevant-2,Empirical study,2023-11-20T14:46:11.901Z,2023-11-20T14:46:13.026Z
All,15205,129,DONE,relevant-3,Yes,2023-11-20T14:46:13.215Z,2023-11-20T14:46:14.026Z
All,4638,129,DONE,relevant-1,Yes,2023-11-20T14:46:14.645Z,2023-11-20T14:47:32.096Z
All,4638,129,DONE,relevant-2,Empirical study,2023-11-20T14:47:32.499Z,2023-11-20T14:47:35.617Z
All,4638,129,DONE,relevant-3,Yes,2023-11-20T14:47:35.812Z,2023-11-20T14:47:36.607Z
All,6626,129,DONE,relevant-1,No (or unclear),2023-11-20T14:47:37.224Z,2023-11-20T14:48:08.989Z
All,6626,129,DONE,relevant-2,IRRELEVANT,,
All,6626,129,DONE,relevant-3,IRRELEVANT,,
All,4349,129,DONE,relevant-1,Yes,2023-11-20T14:48:09.724Z,2023-11-20T14:50:35.484Z
All,4349,129,DONE,relevant-2,Empirical study,2023-11-20T14:50:35.902Z,2023-11-20T14:50:36.431Z
All,4349,129,DONE,relevant-3,Yes,2023-11-20T14:50:36.624Z,2023-11-20T14:50:37.672Z
All,1222,129,DONE,relevant-1,No (or unclear),2023-11-20T14:50:38.291Z,2023-11-20T14:51:01.937Z
All,1222,129,DONE,relevant-2,IRRELEVANT,,
All,1222,129,DONE,relevant-3,IRRELEVANT,,
All,12735,129,DONE,relevant-1,Yes,2023-11-20T14:51:02.684Z,2023-11-20T14:52:15.308Z
All,12735,129,DONE,relevant-2,something else,2023-11-20T14:52:15.898Z,2023-11-20T14:52:22.099Z
All,12735,129,DONE,relevant-3,IRRELEVANT,,
All,12321,129,DONE,relevant-1,Yes,2023-11-20T14:52:22.739Z,2023-11-20T14:53:36.058Z
All,12321,129,DONE,relevant-2,Empirical study,2023-11-20T14:53:36.459Z,2023-11-20T14:53:37.568Z
All,12321,129,DONE,relevant-3,Yes,2023-11-20T14:53:37.755Z,2023-11-20T14:53:38.473Z
All,12821,129,DONE,relevant-1,Yes,2023-11-20T14:53:39.098Z,2023-11-20T14:54:38.697Z
All,12821,129,DONE,relevant-2,Empirical study,2023-11-20T14:54:39.061Z,2023-11-20T14:54:40.110Z
All,12821,129,DONE,relevant-3,Yes,2023-11-20T14:54:40.302Z,2023-11-20T14:54:41.459Z
All,2859,129,DONE,relevant-1,Yes,2023-11-20T14:54:42.073Z,2023-11-20T14:55:58.092Z
All,2859,129,DONE,relevant-2,Empirical study,2023-11-20T14:55:58.496Z,2023-11-20T14:56:03.767Z
All,2859,129,DONE,relevant-3,Yes,2023-11-20T14:56:03.952Z,2023-11-20T14:56:05.315Z
All,5416,129,DONE,relevant-1,Yes,2023-11-20T14:56:05.957Z,2023-11-20T14:56:38.234Z
All,5416,129,DONE,relevant-2,Empirical study,2023-11-20T14:56:38.597Z,2023-11-20T14:56:39.199Z
All,5416,129,DONE,relevant-3,Yes,2023-11-20T14:56:39.384Z,2023-11-20T14:56:40.234Z
All,12428,126,DONE,relevant-1,Yes,2023-11-20T16:59:29.578Z,2023-11-20T17:01:05.790Z
All,12428,126,DONE,relevant-2,Methodological paper,2023-11-20T17:01:06.452Z,2023-11-20T17:03:10.562Z
All,12428,126,DONE,relevant-3,Yes,2023-11-20T17:03:10.861Z,2023-11-20T17:04:21.877Z
All,11514,126,DONE,relevant-1,Yes,2023-11-20T17:09:30.024Z,2023-11-20T17:10:34.528Z
All,11514,126,DONE,relevant-2,Empirical study,2023-11-20T17:10:35.259Z,2023-11-20T17:10:36.852Z
All,11514,126,DONE,relevant-3,Yes,2023-11-20T17:10:37.397Z,2023-11-20T17:11:01.817Z
All,15727,126,DONE,relevant-1,Yes,2023-11-20T17:11:02.801Z,2023-11-20T17:12:14.501Z
All,15727,126,DONE,relevant-2,Methodological paper,2023-11-20T17:12:15.075Z,2023-11-20T17:12:16.708Z
All,15727,126,DONE,relevant-3,Yes,2023-11-20T17:12:16.942Z,2023-11-20T17:12:20.739Z
All,12641,126,DONE,relevant-1,Yes,2023-11-20T17:12:21.650Z,2023-11-20T17:14:03.208Z
All,12641,126,DONE,relevant-2,Methodological paper,2023-11-20T17:14:03.752Z,2023-11-20T17:14:27.577Z
All,12641,126,DONE,relevant-3,No (or unclear),2023-11-20T17:14:27.832Z,2023-11-20T17:14:46.544Z
All,9698,126,DONE,relevant-1,Yes,2023-11-20T17:14:47.583Z,2023-11-20T17:16:45.163Z
All,9698,126,DONE,relevant-2,Methodological paper,2023-11-20T17:16:45.602Z,2023-11-20T17:16:47.283Z
All,9698,126,DONE,relevant-3,Yes,2023-11-20T17:16:47.510Z,2023-11-20T17:16:49.246Z
All,4054,126,DONE,relevant-1,Yes,2023-11-20T17:16:49.989Z,2023-11-20T17:19:48.999Z
All,4054,126,DONE,relevant-2,Methodological paper,2023-11-20T17:19:49.396Z,2023-11-20T17:19:51.828Z
All,4054,126,DONE,relevant-3,Yes,2023-11-20T17:19:52.021Z,2023-11-20T17:19:55.994Z
All,14110,126,DONE,relevant-1,Yes,2023-11-20T17:19:56.665Z,2023-11-20T17:22:31.937Z
All,14110,126,DONE,relevant-2,Methodological paper,2023-11-20T17:22:32.336Z,2023-11-20T17:22:37.119Z
All,14110,126,DONE,relevant-3,No (or unclear),2023-11-20T17:22:37.331Z,2023-11-20T17:22:42.553Z
All,15098,126,DONE,relevant-1,Yes,2023-11-20T18:05:14.289Z,2023-11-20T18:06:32.936Z
All,15098,126,DONE,relevant-2,Methodological paper,2023-11-20T18:06:33.443Z,2023-11-20T18:06:34.663Z
All,15098,126,DONE,relevant-3,Yes,2023-11-20T18:06:34.853Z,2023-11-20T18:06:37.043Z
All,12641,128,DONE,relevant-1,No (or unclear),2023-11-20T17:47:04.788Z,2023-11-20T17:48:28.094Z
All,12641,128,DONE,relevant-2,IRRELEVANT,,
All,12641,128,DONE,relevant-3,IRRELEVANT,,
All,9698,128,DONE,relevant-1,Yes,2023-11-20T17:48:28.879Z,2023-11-20T17:49:48.124Z
All,9698,128,DONE,relevant-2,Methodological paper,2023-11-20T17:49:48.521Z,2023-11-20T17:49:49.609Z
All,9698,128,DONE,relevant-3,Yes,2023-11-20T17:49:49.823Z,2023-11-20T17:49:51.414Z
All,4054,128,DONE,relevant-1,Yes,2023-11-21T17:29:30.095Z,2023-11-21T17:33:05.438Z
All,4054,128,DONE,relevant-2,Methodological paper,2023-11-21T17:33:06.043Z,2023-11-21T17:33:08.694Z
All,4054,128,DONE,relevant-3,Yes,2023-11-21T17:33:08.925Z,2023-11-21T17:33:09.778Z
All,10162,126,DONE,relevant-1,Yes,2023-11-20T18:06:37.719Z,2023-11-20T18:07:25.300Z
All,10162,126,DONE,relevant-2,Methodological paper,2023-11-20T18:07:25.700Z,2023-11-20T18:07:28.847Z
All,10162,126,DONE,relevant-3,Yes,2023-11-20T18:07:29.051Z,2023-11-20T18:07:32.114Z
All,1301,126,DONE,relevant-1,Yes,2023-11-20T18:07:32.774Z,2023-11-20T18:08:20.031Z
All,1301,126,DONE,relevant-2,Empirical study,2023-11-20T18:08:20.418Z,2023-11-20T18:24:59.885Z
All,1301,126,DONE,relevant-3,Yes,2023-11-20T18:25:00.574Z,2023-11-20T18:25:40.190Z
All,9778,126,DONE,relevant-1,No (or unclear),2023-11-20T18:25:40.861Z,2023-11-20T18:26:52.227Z
All,9778,126,DONE,relevant-2,IRRELEVANT,,
All,9778,126,DONE,relevant-3,IRRELEVANT,,
All,1800,126,DONE,relevant-1,Yes,2023-11-20T18:26:53.387Z,2023-11-20T18:28:24.988Z
All,1800,126,DONE,relevant-2,Empirical study,2023-11-20T18:28:25.448Z,2023-11-20T18:28:26.822Z
All,1800,126,DONE,relevant-3,Yes,2023-11-20T18:28:27.077Z,2023-11-20T18:28:30.177Z
All,14854,126,DONE,relevant-1,Yes,2023-11-20T18:28:31.096Z,2023-11-20T18:39:34.561Z
All,14854,126,DONE,relevant-2,Methodological paper,2023-11-20T18:39:35.072Z,2023-11-20T18:39:36.746Z
All,14854,126,DONE,relevant-3,Yes,2023-11-20T18:39:36.999Z,2023-11-20T18:39:39.018Z
All,11874,126,DONE,relevant-1,Yes,2023-11-20T18:39:39.875Z,2023-11-20T18:40:20.493Z
All,11874,126,DONE,relevant-2,Methodological paper,2023-11-20T18:40:21.141Z,2023-11-20T18:40:22.970Z
All,11874,126,DONE,relevant-3,Yes,2023-11-20T18:40:23.190Z,2023-11-20T18:40:24.764Z
All,9334,126,DONE,relevant-1,Yes,2023-11-20T18:40:25.454Z,2023-11-20T18:40:33.686Z
All,9334,126,DONE,relevant-2,Empirical study,2023-11-20T18:40:34.145Z,2023-11-20T18:40:57.776Z
All,9334,126,DONE,relevant-3,Yes,2023-11-20T18:40:57.977Z,2023-11-20T18:40:59.541Z
All,1129,126,DONE,relevant-1,Yes,2023-11-20T18:41:00.388Z,2023-11-20T18:42:17.527Z
All,1129,126,DONE,relevant-2,Methodological paper,2023-11-20T18:42:17.979Z,2023-11-20T18:42:18.971Z
All,1129,126,DONE,relevant-3,Yes,2023-11-20T18:42:19.200Z,2023-11-20T18:42:20.384Z
All,10351,126,DONE,relevant-1,No (or unclear),2023-11-20T18:42:21.076Z,2023-11-20T18:43:49.112Z
All,10351,126,DONE,relevant-2,IRRELEVANT,,
All,10351,126,DONE,relevant-3,IRRELEVANT,,
All,878,126,DONE,relevant-1,Yes,2023-11-20T18:43:49.926Z,2023-11-20T18:45:54.138Z
All,878,126,DONE,relevant-2,Methodological paper,2023-11-20T18:45:54.657Z,2023-11-20T18:45:55.660Z
All,878,126,DONE,relevant-3,Yes,2023-11-20T18:45:55.854Z,2023-11-20T18:45:59.460Z
All,10001,126,DONE,relevant-1,Yes,2023-11-20T18:46:00.317Z,2023-11-20T18:46:39.377Z
All,10001,126,DONE,relevant-2,Methodological paper,2023-11-20T18:46:39.929Z,2023-11-20T18:46:41.473Z
All,10001,126,DONE,relevant-3,Yes,2023-11-20T18:46:41.670Z,2023-11-20T18:46:42.935Z
All,8694,126,DONE,relevant-1,Yes,2023-11-20T18:46:43.667Z,2023-11-20T18:48:35.295Z
All,8694,126,DONE,relevant-2,Methodological paper,2023-11-20T18:48:35.747Z,2023-11-20T18:48:40.364Z
All,8694,126,DONE,relevant-3,Yes,2023-11-20T18:48:40.572Z,2023-11-20T18:48:41.876Z
All,6029,126,DONE,relevant-1,Yes,2023-11-20T18:48:42.565Z,2023-11-20T18:49:31.683Z
All,6029,126,DONE,relevant-2,Methodological paper,2023-11-20T18:49:32.170Z,2023-11-20T18:49:33.885Z
All,6029,126,DONE,relevant-3,Yes,2023-11-20T18:49:34.105Z,2023-11-20T18:49:35.123Z
All,6633,126,DONE,relevant-1,Yes,2023-11-20T18:49:35.869Z,2023-11-20T18:51:02.830Z
All,6633,126,DONE,relevant-2,Methodological paper,2023-11-20T18:51:03.317Z,2023-11-20T18:51:04.643Z
All,6633,126,DONE,relevant-3,Yes,2023-11-20T18:51:04.937Z,2023-11-20T18:51:14.020Z
All,15018,126,DONE,relevant-1,Yes,2023-11-20T18:51:14.900Z,2023-11-20T18:51:59.747Z
All,15018,126,DONE,relevant-2,Overview,2023-11-20T18:52:57.679Z,2023-11-20T18:52:59.604Z
All,15018,126,DONE,relevant-3,IRRELEVANT,,
All,5076,126,DONE,relevant-1,Yes,2023-11-20T18:53:00.377Z,2023-11-20T18:54:46.493Z
All,5076,126,DONE,relevant-2,Methodological paper,2023-11-20T18:54:47.147Z,2023-11-20T18:54:48.550Z
All,5076,126,DONE,relevant-3,Yes,2023-11-20T18:54:49.316Z,2023-11-20T18:54:50.948Z
All,13358,126,DONE,relevant-1,Yes,2023-11-20T18:54:51.667Z,2023-11-20T18:56:14.667Z
All,13358,126,DONE,relevant-2,Methodological paper,2023-11-20T18:56:15.362Z,2023-11-20T18:56:16.646Z
All,13358,126,DONE,relevant-3,No (or unclear),2023-11-20T18:56:16.858Z,2023-11-20T18:56:35.582Z
All,2901,126,DONE,relevant-1,No (or unclear),2023-11-20T18:56:36.451Z,2023-11-20T18:57:48.388Z
All,2901,126,DONE,relevant-2,IRRELEVANT,,
All,2901,126,DONE,relevant-3,IRRELEVANT,,
All,7674,126,DONE,relevant-1,Yes,2023-11-20T18:57:49.951Z,2023-11-20T18:58:21.185Z
All,7674,126,DONE,relevant-2,Empirical study,2023-11-20T18:58:21.698Z,2023-11-20T18:58:48.805Z
All,7674,126,DONE,relevant-3,Yes,2023-11-20T18:58:49.009Z,2023-11-20T18:58:50.482Z
All,12679,126,DONE,relevant-1,Yes,2023-11-20T18:58:51.502Z,2023-11-20T18:59:37.675Z
All,12679,126,DONE,relevant-2,Empirical study,2023-11-20T18:59:38.106Z,2023-11-20T18:59:45.465Z
All,12679,126,DONE,relevant-3,Yes,2023-11-20T18:59:45.839Z,2023-11-20T18:59:47.200Z
All,4655,126,DONE,relevant-1,Yes,2023-11-20T18:59:48.147Z,2023-11-20T19:01:52.890Z
All,4655,126,DONE,relevant-2,Empirical study,2023-11-20T19:01:53.346Z,2023-11-20T19:01:54.888Z
All,4655,126,DONE,relevant-3,Yes,2023-11-20T19:01:55.307Z,2023-11-20T19:02:06.333Z
All,11372,126,DONE,relevant-1,Yes,2023-11-20T19:02:07.419Z,2023-11-20T19:03:11.524Z
All,11372,126,DONE,relevant-2,Overview,2023-11-20T19:03:11.994Z,2023-11-20T19:03:20.156Z
All,11372,126,DONE,relevant-3,IRRELEVANT,,
All,2160,126,DONE,relevant-1,Yes,2023-11-20T19:03:20.852Z,2023-11-20T19:03:59.287Z
All,2160,126,DONE,relevant-2,Methodological paper,2023-11-20T19:03:59.724Z,2023-11-20T19:04:00.994Z
All,2160,126,DONE,relevant-3,Yes,2023-11-20T19:04:01.382Z,2023-11-20T19:04:02.525Z
All,3479,126,DONE,relevant-1,Yes,2023-11-20T19:04:03.387Z,2023-11-20T19:18:56.312Z
All,3479,126,DONE,relevant-2,Empirical study,2023-11-20T19:18:56.774Z,2023-11-20T19:18:57.546Z
All,3479,126,DONE,relevant-3,Yes,2023-11-20T19:18:57.791Z,2023-11-20T19:19:21.539Z
All,1949,126,DONE,relevant-1,Yes,2023-11-20T19:19:22.228Z,2023-11-20T19:20:06.492Z
All,1949,126,DONE,relevant-2,Methodological paper,2023-11-20T19:20:06.919Z,2023-11-20T19:20:07.642Z
All,1949,126,DONE,relevant-3,Yes,2023-11-20T19:20:08.153Z,2023-11-20T19:20:09.143Z
All,2581,126,DONE,relevant-1,Yes,2023-11-20T19:20:10.105Z,2023-11-20T19:21:07.752Z
All,2581,126,DONE,relevant-2,Methodological paper,2023-11-20T19:21:08.173Z,2023-11-20T19:21:09.001Z
All,2581,126,DONE,relevant-3,Yes,2023-11-20T19:21:09.277Z,2023-11-20T19:21:10.365Z
All,1531,126,DONE,relevant-1,Yes,2023-11-20T19:21:11.463Z,2023-11-20T19:22:08.261Z
All,1531,126,DONE,relevant-2,Methodological paper,2023-11-20T19:22:08.790Z,2023-11-20T19:22:10.113Z
All,1531,126,DONE,relevant-3,Yes,2023-11-20T19:22:10.337Z,2023-11-20T19:22:11.390Z
All,15584,126,DONE,relevant-1,Yes,2023-11-20T19:22:12.280Z,2023-11-20T19:22:18.702Z
All,15584,126,DONE,relevant-2,Methodological paper,2023-11-20T19:22:19.081Z,2023-11-20T19:22:20.545Z
All,15584,126,DONE,relevant-3,Yes,2023-11-20T19:22:20.856Z,2023-11-20T19:22:22.202Z
All,7931,126,DONE,relevant-1,Yes,2023-11-20T19:22:23.131Z,2023-11-20T19:23:46.779Z
All,7931,126,DONE,relevant-2,Overview,2023-11-20T19:23:47.237Z,2023-11-20T19:23:48.017Z
All,7931,126,DONE,relevant-3,IRRELEVANT,,
All,15205,126,DONE,relevant-1,Yes,2023-11-20T19:23:49.054Z,2023-11-20T19:24:11.938Z
All,15205,126,DONE,relevant-2,Empirical study,2023-11-20T19:24:12.794Z,2023-11-20T19:24:13.752Z
All,15205,126,DONE,relevant-3,Yes,2023-11-20T19:24:13.943Z,2023-11-20T19:24:15.556Z
All,4638,126,DONE,relevant-1,Yes,2023-11-20T19:24:16.293Z,2023-11-20T19:25:18.542Z
All,4638,126,DONE,relevant-2,Methodological paper,2023-11-20T19:25:19.046Z,2023-11-20T19:25:21.329Z
All,4638,126,DONE,relevant-3,Yes,2023-11-20T19:25:21.534Z,2023-11-20T19:25:23.037Z
All,6626,126,DONE,relevant-1,Yes,2023-11-20T19:25:24.189Z,2023-11-20T19:26:47.260Z
All,6626,126,DONE,relevant-2,Empirical study,2023-11-20T19:26:47.945Z,2023-11-20T19:26:48.781Z
All,6626,126,DONE,relevant-3,Yes,2023-11-20T19:26:49.397Z,2023-11-20T19:26:50.829Z
All,4349,126,DONE,relevant-1,Yes,2023-11-20T19:26:51.746Z,2023-11-20T19:27:32.872Z
All,4349,126,DONE,relevant-2,Methodological paper,2023-11-20T19:27:33.377Z,2023-11-20T19:27:36.664Z
All,4349,126,DONE,relevant-3,Yes,2023-11-20T19:27:37.080Z,2023-11-20T19:27:41.656Z
All,1222,126,DONE,relevant-1,Yes,2023-11-20T19:27:42.740Z,2023-11-20T19:28:53.228Z
All,1222,126,DONE,relevant-2,Methodological paper,2023-11-20T19:28:54.102Z,2023-11-20T19:28:56.125Z
All,1222,126,DONE,relevant-3,Yes,2023-11-20T19:28:56.861Z,2023-11-20T19:28:58.259Z
All,12735,126,DONE,relevant-1,Yes,2023-11-20T19:28:59.335Z,2023-11-20T19:29:50.231Z
All,12735,126,DONE,relevant-2,Methodological paper,2023-11-20T19:29:50.814Z,2023-11-20T19:29:54.707Z
All,12735,126,DONE,relevant-3,Yes,2023-11-20T19:29:55.322Z,2023-11-20T19:30:01.239Z
All,12321,126,DONE,relevant-1,Yes,2023-11-20T19:30:02.059Z,2023-11-20T19:31:11.920Z
All,12321,126,DONE,relevant-2,Methodological paper,2023-11-20T19:31:12.637Z,2023-11-20T19:31:13.568Z
All,12321,126,DONE,relevant-3,Yes,2023-11-20T19:31:14.271Z,2023-11-20T19:31:33.454Z
All,12821,126,DONE,relevant-1,Yes,2023-11-20T19:31:34.223Z,2023-11-20T19:32:20.479Z
All,12821,126,DONE,relevant-2,Methodological paper,2023-11-20T19:32:21.550Z,2023-11-20T19:32:23.754Z
All,12821,126,DONE,relevant-3,Yes,2023-11-20T19:32:24.219Z,2023-11-20T19:32:30.307Z
All,2859,126,DONE,relevant-1,Yes,2023-11-20T19:32:30.983Z,2023-11-20T19:33:06.700Z
All,2859,126,DONE,relevant-2,Methodological paper,2023-11-20T19:33:07.237Z,2023-11-20T19:33:09.420Z
All,2859,126,DONE,relevant-3,Yes,2023-11-20T19:33:09.676Z,2023-11-20T19:33:18.934Z
All,5416,126,DONE,relevant-1,Yes,2023-11-20T19:33:19.924Z,2023-11-20T19:34:08.907Z
All,5416,126,DONE,relevant-2,Methodological paper,2023-11-20T19:34:09.688Z,2023-11-20T19:34:12.164Z
All,5416,126,DONE,relevant-3,Yes,2023-11-20T19:34:12.653Z,2023-11-20T19:34:19.125Z
All,14110,128,DONE,relevant-1,No (or unclear),2023-11-21T17:33:10.451Z,2023-11-21T17:34:46.673Z
All,14110,128,DONE,relevant-2,IRRELEVANT,,
All,14110,128,DONE,relevant-3,IRRELEVANT,,
All,15098,128,DONE,relevant-1,Yes,2023-11-21T17:34:47.612Z,2023-11-21T17:35:49.917Z
All,15098,128,DONE,relevant-2,Methodological paper,2023-11-21T17:35:50.325Z,2023-11-21T17:35:51.381Z
All,15098,128,DONE,relevant-3,Yes,2023-11-21T17:35:51.598Z,2023-11-21T17:35:53.002Z
All,10162,128,DONE,relevant-1,Yes,2023-11-21T17:35:53.659Z,2023-11-21T17:50:02.535Z
All,10162,128,DONE,relevant-2,Methodological paper,2023-11-21T17:50:03.129Z,2023-11-21T17:50:06.917Z
All,10162,128,DONE,relevant-3,Yes,2023-11-21T17:50:07.147Z,2023-11-21T17:50:19.415Z
All,1301,128,DONE,relevant-1,No (or unclear),2023-11-21T17:50:20.082Z,2023-11-21T19:07:18.454Z
All,1301,128,DONE,relevant-2,IRRELEVANT,,
All,1301,128,DONE,relevant-3,IRRELEVANT,,
All,9778,128,DONE,relevant-1,No (or unclear),2023-11-21T19:07:19.581Z,2023-11-21T19:09:14.192Z
All,9778,128,DONE,relevant-2,IRRELEVANT,,
All,9778,128,DONE,relevant-3,IRRELEVANT,,
All,1800,128,DONE,relevant-1,Yes,2023-11-21T19:09:15.030Z,2023-11-21T19:10:34.432Z
All,1800,128,DONE,relevant-2,Empirical study,2023-11-21T19:10:34.836Z,2023-11-21T19:10:36.037Z
All,1800,128,DONE,relevant-3,Yes,2023-11-21T19:10:36.246Z,2023-11-21T19:10:42.614Z
All,14854,128,DONE,relevant-1,Yes,2023-11-21T19:10:43.299Z,2023-11-21T19:12:31.958Z
All,14854,128,DONE,relevant-2,Methodological paper,2023-11-21T19:12:32.425Z,2023-11-21T19:13:09.235Z
All,14854,128,DONE,relevant-3,Yes,2023-11-21T19:13:09.443Z,2023-11-21T19:13:12.917Z
All,11874,128,DONE,relevant-1,No (or unclear),2023-11-21T19:13:13.579Z,2023-11-21T19:16:05.534Z
All,11874,128,DONE,relevant-2,IRRELEVANT,,
All,11874,128,DONE,relevant-3,IRRELEVANT,,
All,9334,128,DONE,relevant-1,Yes,2023-11-21T19:16:06.588Z,2023-11-21T19:17:03.215Z
All,9334,128,DONE,relevant-2,Empirical study,2023-11-21T19:17:03.613Z,2023-11-21T19:17:10.432Z
